[core]
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M00.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M00.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M00.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M00.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M10.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M10.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M10.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M10.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M20.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M20.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M20.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M20.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M30.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M30.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M30.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M30.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M01.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M01.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M01.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M01.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M11.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M11.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M11.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M11.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M21.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M21.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M21.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M21.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M31.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M31.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M31.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M31.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M02.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M02.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M02.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M02.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M12.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M12.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M12.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M12.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M22.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M22.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M22.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M22.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M32.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M32.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M32.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M32.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M03.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M03.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M03.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M03.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M13.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M13.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M13.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M13.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M23.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M23.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M23.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M23.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M33.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M33.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M33.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B00.M33.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M00.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M00.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M00.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M00.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M10.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M10.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M10.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M10.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M20.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M20.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M20.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M20.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M30.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M30.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M30.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M30.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M01.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M01.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M01.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M01.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M11.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M11.C1,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M11.C2,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M11.C3,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M21.C0,3
O_.POETSHardwareOneBox.ocfg.LoneBox.B10.M21.C1,3
