O_.PlateHeat.plate_33x33.c_0_1,O_.PlateHeat.plate_33x33.c_1_1,2
O_.PlateHeat.plate_33x33.c_0_1,O_.PlateHeat.plate_33x33.c_0_2,0.001
O_.PlateHeat.plate_33x33.c_0_0,O_.PlateHeat.plate_33x33.c_0_1,24
O_.PlateHeat.plate_33x33.c_0_0,O_.PlateHeat.plate_33x33.c_1_0,24
O_.PlateHeat.plate_33x33.c_0_11,O_.PlateHeat.plate_33x33.c_1_11,2
O_.PlateHeat.plate_33x33.c_0_11,O_.PlateHeat.plate_33x33.c_0_12,0.001
O_.PlateHeat.plate_33x33.c_0_11,O_.PlateHeat.plate_33x33.c_0_10,0.001
O_.PlateHeat.plate_33x33.c_32_31,O_.PlateHeat.plate_33x33.c_32_30,0.001
O_.PlateHeat.plate_33x33.c_32_31,O_.PlateHeat.plate_33x33.c_31_31,8
O_.PlateHeat.plate_33x33.c_32_32,O_.PlateHeat.plate_33x33.c_32_31,6
O_.PlateHeat.plate_33x33.c_32_32,O_.PlateHeat.plate_33x33.c_31_32,8
O_.PlateHeat.plate_33x33.c_32_30,O_.PlateHeat.plate_33x33.c_32_31,0.001
O_.PlateHeat.plate_33x33.c_32_30,O_.PlateHeat.plate_33x33.c_32_29,0.001
O_.PlateHeat.plate_33x33.c_32_30,O_.PlateHeat.plate_33x33.c_31_30,8
O_.PlateHeat.plate_33x33.c_32_29,O_.PlateHeat.plate_33x33.c_32_30,0.001
O_.PlateHeat.plate_33x33.c_32_29,O_.PlateHeat.plate_33x33.c_32_28,8
O_.PlateHeat.plate_33x33.c_32_29,O_.PlateHeat.plate_33x33.c_31_29,8
O_.PlateHeat.plate_33x33.c_32_28,O_.PlateHeat.plate_33x33.c_32_29,8
O_.PlateHeat.plate_33x33.c_32_28,O_.PlateHeat.plate_33x33.c_32_27,0.001
O_.PlateHeat.plate_33x33.c_32_28,O_.PlateHeat.plate_33x33.c_31_28,2
O_.PlateHeat.plate_33x33.c_32_27,O_.PlateHeat.plate_33x33.c_32_28,0.001
O_.PlateHeat.plate_33x33.c_32_27,O_.PlateHeat.plate_33x33.c_32_26,0.001
O_.PlateHeat.plate_33x33.c_32_27,O_.PlateHeat.plate_33x33.c_31_27,2
O_.PlateHeat.plate_33x33.c_32_25,O_.PlateHeat.plate_33x33.c_32_26,0.001
O_.PlateHeat.plate_33x33.c_32_25,O_.PlateHeat.plate_33x33.c_32_24,1
O_.PlateHeat.plate_33x33.c_32_25,O_.PlateHeat.plate_33x33.c_31_25,3
O_.PlateHeat.plate_33x33.c_32_26,O_.PlateHeat.plate_33x33.c_32_27,0.001
O_.PlateHeat.plate_33x33.c_32_26,O_.PlateHeat.plate_33x33.c_32_25,0.001
O_.PlateHeat.plate_33x33.c_32_26,O_.PlateHeat.plate_33x33.c_31_26,2
O_.PlateHeat.plate_33x33.c_32_24,O_.PlateHeat.plate_33x33.c_32_25,1
O_.PlateHeat.plate_33x33.c_32_24,O_.PlateHeat.plate_33x33.c_32_23,0.001
O_.PlateHeat.plate_33x33.c_32_24,O_.PlateHeat.plate_33x33.c_31_24,2
O_.PlateHeat.plate_33x33.c_32_22,O_.PlateHeat.plate_33x33.c_32_23,0.001
O_.PlateHeat.plate_33x33.c_32_22,O_.PlateHeat.plate_33x33.c_32_21,0.001
O_.PlateHeat.plate_33x33.c_32_22,O_.PlateHeat.plate_33x33.c_31_22,2
O_.PlateHeat.plate_33x33.c_32_23,O_.PlateHeat.plate_33x33.c_32_24,0.001
O_.PlateHeat.plate_33x33.c_32_23,O_.PlateHeat.plate_33x33.c_32_22,0.001
O_.PlateHeat.plate_33x33.c_32_23,O_.PlateHeat.plate_33x33.c_31_23,2
O_.PlateHeat.plate_33x33.c_32_21,O_.PlateHeat.plate_33x33.c_32_22,0.001
O_.PlateHeat.plate_33x33.c_32_21,O_.PlateHeat.plate_33x33.c_32_20,1
O_.PlateHeat.plate_33x33.c_32_21,O_.PlateHeat.plate_33x33.c_31_21,3
O_.PlateHeat.plate_33x33.c_32_20,O_.PlateHeat.plate_33x33.c_32_21,1
O_.PlateHeat.plate_33x33.c_32_20,O_.PlateHeat.plate_33x33.c_32_19,0.001
O_.PlateHeat.plate_33x33.c_32_20,O_.PlateHeat.plate_33x33.c_31_20,2
O_.PlateHeat.plate_33x33.c_32_19,O_.PlateHeat.plate_33x33.c_32_20,0.001
O_.PlateHeat.plate_33x33.c_32_19,O_.PlateHeat.plate_33x33.c_32_18,0.001
O_.PlateHeat.plate_33x33.c_32_19,O_.PlateHeat.plate_33x33.c_31_19,2
O_.PlateHeat.plate_33x33.c_32_18,O_.PlateHeat.plate_33x33.c_32_19,0.001
O_.PlateHeat.plate_33x33.c_32_18,O_.PlateHeat.plate_33x33.c_32_17,0.001
O_.PlateHeat.plate_33x33.c_32_18,O_.PlateHeat.plate_33x33.c_31_18,2
O_.PlateHeat.plate_33x33.c_32_16,O_.PlateHeat.plate_33x33.c_32_17,1
O_.PlateHeat.plate_33x33.c_32_16,O_.PlateHeat.plate_33x33.c_32_15,0.001
O_.PlateHeat.plate_33x33.c_32_16,O_.PlateHeat.plate_33x33.c_31_16,2
O_.PlateHeat.plate_33x33.c_32_17,O_.PlateHeat.plate_33x33.c_32_18,0.001
O_.PlateHeat.plate_33x33.c_32_17,O_.PlateHeat.plate_33x33.c_32_16,1
O_.PlateHeat.plate_33x33.c_32_17,O_.PlateHeat.plate_33x33.c_31_17,3
O_.PlateHeat.plate_33x33.c_32_15,O_.PlateHeat.plate_33x33.c_32_16,0.001
O_.PlateHeat.plate_33x33.c_32_15,O_.PlateHeat.plate_33x33.c_32_14,0.001
O_.PlateHeat.plate_33x33.c_32_15,O_.PlateHeat.plate_33x33.c_31_15,2
O_.PlateHeat.plate_33x33.c_32_14,O_.PlateHeat.plate_33x33.c_32_15,0.001
O_.PlateHeat.plate_33x33.c_32_14,O_.PlateHeat.plate_33x33.c_32_13,0.001
O_.PlateHeat.plate_33x33.c_32_14,O_.PlateHeat.plate_33x33.c_31_14,2
O_.PlateHeat.plate_33x33.c_32_12,O_.PlateHeat.plate_33x33.c_32_13,4
O_.PlateHeat.plate_33x33.c_32_12,O_.PlateHeat.plate_33x33.c_32_11,0.001
O_.PlateHeat.plate_33x33.c_32_12,O_.PlateHeat.plate_33x33.c_31_12,2
O_.PlateHeat.plate_33x33.c_32_13,O_.PlateHeat.plate_33x33.c_32_14,0.001
O_.PlateHeat.plate_33x33.c_32_13,O_.PlateHeat.plate_33x33.c_32_12,4
O_.PlateHeat.plate_33x33.c_32_13,O_.PlateHeat.plate_33x33.c_31_13,6
O_.PlateHeat.plate_33x33.c_32_11,O_.PlateHeat.plate_33x33.c_32_12,0.001
O_.PlateHeat.plate_33x33.c_32_11,O_.PlateHeat.plate_33x33.c_32_10,0.001
